doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
SN8K,1567,S0318,I 've got to V,I 've got to be,48,45_59,40_49,M,British,London,England,English,England,South East (London),Peterborough,England,32,uk,england,south,london,3_sixthform,Senior manager,A,1_2,,,y,1:21:17,2014-10-01,2014,2014_Q4,3,S0255 S0317 S0318,ANON and ANON's home,"Close family, partners, very close friends","Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CV’s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house.",Chatting with close friends over a bottle of wine,"Discussing, explaining, inquiring, advising, requesting, making arrangements",Revised,n,T09
SN8K,1567,S0318,I 've got to V,I 've got to go,48,45_59,40_49,M,British,London,England,English,England,South East (London),Peterborough,England,32,uk,england,south,london,3_sixthform,Senior manager,A,1_2,,,y,1:21:17,2014-10-01,2014,2014_Q4,3,S0255 S0317 S0318,ANON and ANON's home,"Close family, partners, very close friends","Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CV’s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house.",Chatting with close friends over a bottle of wine,"Discussing, explaining, inquiring, advising, requesting, making arrangements",Revised,n,T09
S4K7,85,S0255,I 've got to V,I 've got to email,48,45_59,40_49,F,British,"Boston, Lincs",England,English,England,Boston/London/Peterborough,,England,8,unspecified,unspecified,unspecified,unspecified,4_graduate,account manager - sales,A,1_2,,French -- beginner,n,0:56:02,2014-10-02,2014,2014_Q4,2,S0255 S0256,ANON's home,"Close family, partners, very close friends","Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",Planning birthday meal for mother in law/grandmother,"Discussing, explaining, making arrangements",Revised,n,T11
S4K7,89,S0255,I 've got to V,I 've got to email,48,45_59,40_49,F,British,"Boston, Lincs",England,English,England,Boston/London/Peterborough,,England,8,unspecified,unspecified,unspecified,unspecified,4_graduate,account manager - sales,A,1_2,,French -- beginner,n,0:56:02,2014-10-02,2014,2014_Q4,2,S0255 S0256,ANON's home,"Close family, partners, very close friends","Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",Planning birthday meal for mother in law/grandmother,"Discussing, explaining, making arrangements",Revised,n,T11
S64H,3613,S0255,I 've got to V,I 've got to find,48,45_59,40_49,F,British,"Boston, Lincs",England,English,England,Boston/London/Peterborough,,England,8,unspecified,unspecified,unspecified,unspecified,4_graduate,account manager - sales,A,1_2,,French -- beginner,n,2:33:21,2014-09-29,2014,2014_Q3,3,S0255 S0257 S0260,Speaker's house,"Close family, partners, very close friends","Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",Meal with a friend,"Discussing, explaining, anecdote telling",Revised,n,T10
S64H,1178,S0257,I 've got to V,I 've got to go,45,45_59,40_49,F,British,Peterborough,England,English,England,East Anglia,,England,45,uk,england,south,eastern_engl,2_secondary,Head of admin and HR,A,1_1,,German -- intermediate,y,2:33:21,2014-09-29,2014,2014_Q3,3,S0255 S0257 S0260,Speaker's house,"Close family, partners, very close friends","Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",Meal with a friend,"Discussing, explaining, anecdote telling",Revised,n,T10
SMEB,878,S0238,I 've got to V,I 've got to look,52,45_59,50_59,F,British,"Shipley, West Yorkshire",England,English,England,Yorkshire,,England,15,uk,england,north,yorkshire,5_postgrad,senior lecturer,A,1_2,,French -- level unspecified; German -- level unspecified; Chinese -- level unspecified,y,1:15:59,2014-08-30,2014,2014_Q3,2,S0238 S0239,"ANON's kitchen, Swansea","Friends, wider family circle","breakfast, a visit to New York, flying lessons, plans for the day (ANON is staying overnight in ANON's home), social media, living in Japan (where they met), refuse collection, letter writing",Conversation over breakfast,"Discussing, anecdote telling, making arrangements",Revised,y,T10
SRBZ,21,S0238,I 've got to V,I 've got to listen,52,45_59,50_59,F,British,"Shipley, West Yorkshire",England,English,England,Yorkshire,,England,15,uk,england,north,yorkshire,5_postgrad,senior lecturer,A,1_2,,French -- level unspecified; German -- level unspecified; Chinese -- level unspecified,y,0:51:42,2014-12-06,2014,2014_Q4,2,S0238 S0389,ANON's dining room,"Friends, wider family circle","birdsong identification, alarm clocks, feeding birds, the dentist, nosebleeds, feeding birds, gardening, elderly women, throat cancer, mutual friends",Conversation over breakfast,"Discussing, explaining, anecdote telling",Revised,n,T02
SG5Q,120,S0278,I 've got to V,I 've got to concentrate,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,0:52:00,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Mending a light pull switch, handbell ringing",Repairing a light switch,"Discussing, explaining, inquiring,",Revised,y,T04
SG5Q,633,S0278,I 've got to V,I 've got to do,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,0:52:00,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Mending a light pull switch, handbell ringing",Repairing a light switch,"Discussing, explaining, inquiring,",Revised,y,T04
SH4V,929,S0278,I 've got to V,I 've got to go,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:21:04,2015-02-15,2015,2015_Q1,4,S0012 S0013 S0278 S0370,Speakers' home,"Close family, partners, very close friends","Debt collecting, TV, party, seeds, singing in Church and Abbey, driving, computer, PPI, talking about magazine article",Lunch again,"Discussing, explaining, anecdote telling, making arrangements",Revised,y,T09
SH4V,513,S0012,I 've got to V,I 've got to be,70,60plus,70_79,M,British,"Costessey, Norfolk",England,English,England,Norfolk,"Mattishal, Norfolk",England,38,uk,england,south,eastern_engl,2_secondary,Retired,E,8,,,n,1:21:04,2015-02-15,2015,2015_Q1,4,S0012 S0013 S0278 S0370,Speakers' home,"Close family, partners, very close friends","Debt collecting, TV, party, seeds, singing in Church and Abbey, driving, computer, PPI, talking about magazine article",Lunch again,"Discussing, explaining, anecdote telling, making arrangements",Revised,y,T09
SH4V,1237,S0012,I 've got to V,I 've got to get,70,60plus,70_79,M,British,"Costessey, Norfolk",England,English,England,Norfolk,"Mattishal, Norfolk",England,38,uk,england,south,eastern_engl,2_secondary,Retired,E,8,,,n,1:21:04,2015-02-15,2015,2015_Q1,4,S0012 S0013 S0278 S0370,Speakers' home,"Close family, partners, very close friends","Debt collecting, TV, party, seeds, singing in Church and Abbey, driving, computer, PPI, talking about magazine article",Lunch again,"Discussing, explaining, anecdote telling, making arrangements",Revised,y,T09
SKYQ,1058,S0278,I 've got to V,I 've got to go,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:02:35,2014-10-16,2014,2014_Q4,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends",cars,no info,"Discussing, inquiring ",Revised,y,T13
SHTW,69,S0278,I 've got to V,I 've got to get,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SHTW,113,S0278,I 've got to V,I 've got to keep,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SHTW,121,S0278,I 've got to V,I 've got to make,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SHTW,317,S0278,I 've got to V,I 've got to find,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SHTW,386,S0278,I 've got to V,I 've got to get,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SHTW,1258,S0278,I 've got to V,I 've got to be,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:47:07,2014-12-03,2014,2014_Q4,3,S0012 S0013 S0278,Speaker's home,"Close family, partners, very close friends","Rat puppet, handbell ringing, getting eyes tested, travelling on buses",Chatting,"Discussing, explaining ",Revised,y,T04
SDXW,1097,S0278,I 've got to V,I 've got to chuck,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:21:42,2014-10-16,2014,2014_Q4,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends",no info,no info,"Discussing, advising",Revised,y,T15
SDXW,1633,S0278,I 've got to V,I 've got to catch,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:21:42,2014-10-16,2014,2014_Q4,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends",no info,no info,"Discussing, advising",Revised,y,T15
SGMT,1963,S0278,I 've got to V,I 've got to stop,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:12:41,2014-09-22,2014,2014_Q3,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends",no info,no info,Discussing,Revised,y,T13
SGMT,2271,S0278,I 've got to V,I 've got to see,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:12:41,2014-09-22,2014,2014_Q3,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends",no info,no info,Discussing,Revised,y,T13
SXWR,204,S0278,I 've got to V,I 've got to turn,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,485,S0278,I 've got to V,I 've got to go,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,769,S0278,I 've got to V,I 've got to get,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,1036,S0278,I 've got to V,I 've got to do,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,1156,S0278,I 've got to V,I 've got to do,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,1164,S0278,I 've got to V,I 've got to get,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,1164,S0278,I 've got to V,I 've got to take,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
SXWR,1170,S0278,I 've got to V,I 've got to go,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,1:04:06,2015-05-10,2015,2015_Q2,3,S0012 S0013 S0278,Freelancer's home,"Close family, partners, very close friends","Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes",Break for a cup of tea,"Discussing, Explaining",Revised,n,T10
S7RA,652,S0278,I 've got to V,I 've got to go,66,60plus,60_69,M,British,Middlesex,England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,4_graduate,proprietor,A,1_1,,,y,0:58:20,2015-03-31,2015,2015_Q1,3,S0012 S0013 S0278,Speakers' home,"Close family, partners, very close friends","Church, designing signs, arts festival, fund raising, banking and money, dog in car, asking for lift, bell ringing, fencing, televisions, ariel falling down",Came for a cup of tea,"Discussing, explaining, inquiring, requesting, making arrangements",Revised,n,T02
STSS,340,S0041,I 've got to V,I 've got to pay,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,2:29:48,2012-02-17,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, social lives, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T15
STSS,340,S0041,I 've got to V,I 've got to get,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,2:29:48,2012-02-17,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, social lives, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T15
STSS,907,S0041,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,2:29:48,2012-02-17,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, social lives, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T15
STSS,2088,S0041,I 've got to V,I 've got to find,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,2:29:48,2012-02-17,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, social lives, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T15
SEGU,703,S0041,I 've got to V,I 've got to keep,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:43:04,2012-02-25,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Friendships, relationships, clothes","Drinking coffee, discussing friends","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SEGU,1128,S0041,I 've got to V,I 've got to send,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:43:04,2012-02-25,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Friendships, relationships, clothes","Drinking coffee, discussing friends","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SEGU,1191,S0084,I 've got to V,I 've got to make,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:43:04,2012-02-25,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Friendships, relationships, clothes","Drinking coffee, discussing friends","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SMME,290,S0041,I 've got to V,I 've got to ring,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:25:06,2012-02-09,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, plans for the weekends, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T09
SMME,1078,S0084,I 've got to V,I 've got to get,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:25:06,2012-02-09,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, plans for the weekends, diets, living arrangements","Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. ","Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements ",Original,y,T09
SLDB,854,S0041,I 've got to V,I 've got to pour,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:26:00,2012-04-11,2012,2012_Q2,2,S0041 S0086,"ANON’s home, Cambridge","Friends, wider family circle","Friendships, exercise, work ","Friends eating dinner, chatting ","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SLDB,878,S0041,I 've got to V,I 've got to buy,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:26:00,2012-04-11,2012,2012_Q2,2,S0041 S0086,"ANON’s home, Cambridge","Friends, wider family circle","Friendships, exercise, work ","Friends eating dinner, chatting ","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SXRR,180,S0041,I 've got to V,I 've got to invite,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:02:13,2012-04-23,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, dating, clothes","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SXRR,432,S0041,I 've got to V,I 've got to tell,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:02:13,2012-04-23,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, dating, clothes","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SXRR,625,S0041,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:02:13,2012-04-23,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, dating, clothes","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SXRR,625,S0041,I 've got to V,I 've got to sleep,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:02:13,2012-04-23,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, dating, clothes","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SXRR,901,S0041,I 've got to V,I 've got to come,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:02:13,2012-04-23,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, dating, clothes","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SVR6,1555,S0041,I 've got to V,I 've got to run,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:54:24,2012-04-05,2012,2012_Q2,3,S0041 S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle","Friendships, work",Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SVR6,875,S0084,I 've got to V,I 've got to show,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:54:24,2012-04-05,2012,2012_Q2,3,S0041 S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle","Friendships, work",Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SVR6,1003,S0084,I 've got to V,I 've got to climb,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:54:24,2012-04-05,2012,2012_Q2,3,S0041 S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle","Friendships, work",Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SVR6,2701,S0084,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:54:24,2012-04-05,2012,2012_Q2,3,S0041 S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle","Friendships, work",Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SK3B,7,S0041,I 've got to V,I 've got to knock,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:30:21,2012-03-05,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Relationships, TV, monarchy","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SK3B,576,S0041,I 've got to V,I 've got to be,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:30:21,2012-03-05,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Relationships, TV, monarchy","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
